09312  1913 Sep 30  04:45:49     15  -1067  152   P   t-  -1.1005  0.8252  61S  12E   0             
09313  1914 Feb 25  00:13:01     16  -1062  119   A   -p  -0.9416  0.9248  62S 113W  19  839  05m35s
09314  1914 Aug 21  12:34:27     17  -1056  124   T   -p   0.7655  1.0328  54N  27E  40  170  02m14s
09315  1915 Feb 14  04:33:20     17  -1050  129   A   nn  -0.2024  0.9789  24S 121E  78   77  02m04s
09316  1915 Aug 10  22:52:25     18  -1044  134   A   nn   0.0124  0.9853  16N 161W  89   52  01m33s
09317  1916 Feb 03  16:00:21     18  -1038  139   T   p-   0.4987  1.0280  11N  68W  60  108  02m36s
09318  1916 Jul 30  02:06:10     19  -1032  144   A   p-  -0.7709  0.9447  29S 132E  39  313  06m24s
09319  1916 Dec 24  20:46:22     19  -1027  111   P   -t  -1.5321  0.0114  66S  32E   0             
09320  1917 Jan 23  07:28:31     19  -1026  149   P   t-   1.1508  0.7254  63N  26E   0             
09321  1917 Jun 19  13:16:21     20  -1021  116   P   -t   1.2857  0.4729  66N 150E   0             
09322  1917 Jul 19  02:42:42     20  -1020  154   Pb  t-  -1.5101  0.0863  64S 102E   0             
09323  1917 Dec 14  09:27:20     20  -1015  121   A   -t  -0.9157  0.9791  88S 125E  23  189  01m17s
09324  1918 Jun 08  22:07:43     20  -1009  126   T   -p   0.4658  1.0292  51N 152W  62  112  02m23s
09325  1918 Dec 03  15:22:02     21  -1003  131   A   -n  -0.2387  0.9383  36S  54W  76  236  07m06s
09326  1919 May 29  13:08:55     21   -997  136   T   n-  -0.2955  1.0719   4N  17W  73  244  06m51s
09327  1919 Nov 22  15:14:12     21   -991  141   A   p-   0.4549  0.9198   7N  49W  63  341  11m37s
09328  1920 May 18  06:14:55     21   -985  146   P   t-  -1.0239  0.9734  69S 108E   0             
09329  1920 Nov 10  15:52:15     22   -979  151   P   t-   1.1287  0.7420  70N  30W   0             
09330  1921 Apr 08  09:15:01     22   -974  118   A   -t   0.8869  0.9753  64N   6E  27  192  01m50s
09331  1921 Oct 01  12:35:58     22   -968  123   T   -p  -0.9383  1.0293  66S  56W  20  291  01m52s
09332  1922 Mar 28  13:05:26     23   -962  128   A   nn   0.1711  0.9381  12N  18W  80  233  07m50s
09333  1922 Sep 21  04:40:31     23   -956  133   T   -n  -0.2130  1.0678  11S 105E  78  226  05m59s
09334  1923 Mar 17  12:44:58     23   -950  138   A   p-  -0.5438  0.9310  33S   2E  57  305  07m51s
09335  1923 Sep 10  20:47:29     23   -944  143   T   p-   0.5149  1.0430  35N 122W  59  167  03m37s
09336  1924 Mar 05  15:44:20     24   -938  148   P   t-  -1.2232  0.5819  72S  56E   0             
09337  1924 Jul 31  19:58:20     24   -933  115   P   -t  -1.4459  0.1920  70S 146W   0             
09338  1924 Aug 30  08:23:00     24   -932  153   P   t-   1.3123  0.4245  71N 173E   0             
09339  1925 Jan 24  14:54:03     24   -927  120   T   -p   0.8661  1.0304  40N  50W  30  206  02m32s
09340  1925 Jul 20  21:48:42     24   -921  125   A   -p  -0.7193  0.9436  25S 150W  44  300  07m15s
09341  1926 Jan 14  06:36:58     24   -915  130   T   -n   0.1973  1.0430  10S  82E  79  147  04m11s
09342  1926 Jul 09  23:06:02     24   -909  135   A   nn   0.0538  0.9680  26N 165W  87  115  03m51s
09343  1927 Jan 03  20:22:53     24   -903  140   A   n-  -0.4956  0.9995  53S 125W  60    2  00m03s
09344  1927 Jun 29  06:23:27     24   -897  145   T   t-   0.8163  1.0128  78N  74E  35   77  00m50s
09345  1927 Dec 24  03:59:41     24   -891  150   P   t-  -1.2416  0.5490  66S  48W   0             
09346  1928 May 19  13:24:20     24   -886  117   T-  -t  -1.0048  1.0140  63S  22E   0             
09347  1928 Jun 17  20:27:28     24   -885  155   Pb  t-   1.5107  0.0375  66N  71E   0             
09348  1928 Nov 12  09:48:24     24   -880  122   P   -t   1.0861  0.8078  63N  81E   0             
09349  1929 May 09  06:10:34     24   -874  127   T   -n  -0.2887  1.0562   2N  93E  73  193  05m07s
09350  1929 Nov 01  12:05:10     24   -868  132   A   -n   0.3514  0.9649   4N   3E  69  134  03m54s
09351  1930 Apr 28  19:03:34     24   -862  137   H   p-   0.4730  1.0003  39N 121W  62    1  00m01s
09352  1930 Oct 21  21:43:53     24   -856  142   T   p-  -0.3804  1.0230  31S 161W  67   84  01m55s
09353  1931 Apr 18  00:45:35     24   -850  147   P   t-   1.2643  0.5107  61N  59E   0             
09354  1931 Sep 12  04:41:25     24   -845  114   Pe  -t   1.5060  0.0471  61N 153W   0             
09355  1931 Oct 11  12:55:40     24   -844  152   P   t-  -1.0607  0.9005  61S 119W   0             
09356  1932 Mar 07  07:55:50     24   -839  119   A   -p  -0.9673  0.9277  61S 134E  14 1083  05m19s
09357  1932 Aug 31  20:03:41     24   -833  124   T   -p   0.8307  1.0257  54N  79W  34  155  01m45s
09358  1933 Feb 24  12:46:39     24   -827  129   A   nn  -0.2191  0.9841  21S   2W  77   58  01m32s
09359  1933 Aug 21  05:49:11     24   -821  134   A   nn   0.0869  0.9801  17N  96E  85   71  02m04s
09360  1934 Feb 14  00:38:41     24   -815  139   T   p-   0.4868  1.0321  13N 162E  61  123  02m53s
09361  1934 Aug 10  08:37:48     24   -809  144   A   p-  -0.6890  0.9436  25S  35E  46  280  06m33s
09362  1935 Jan 05  05:35:46     24   -804  111   Pe  -t  -1.5381  0.0013  65S 110W   0             
09363  1935 Feb 03  16:16:20     24   -803  149   P   t-   1.1438  0.7390  62N 115W   0             
09364  1935 Jun 30  19:59:46     24   -798  116   P   -t   1.3623  0.3375  65N  39E   0             
09365  1935 Jul 30  09:16:28     24   -797  154   P   t-  -1.4259  0.2315  63S   6W   0             
09366  1935 Dec 25  17:59:52     24   -792  121   A   -t  -0.9228  0.9752  84S   9E  22  234  01m30s
09367  1936 Jun 19  05:20:31     24   -786  126   T   -p   0.5389  1.0329  56N 105E  57  132  02m31s
09368  1936 Dec 13  23:28:12     24   -780  131   A   -n  -0.2493  0.9349  38S 173W  75  251  07m25s
09369  1937 Jun 08  20:41:02     24   -774  136   T   n-  -0.2253  1.0751  10N 131W  77  250  07m04s
09370  1937 Dec 02  23:05:45     24   -768  141   A   p-   0.4389  0.9184   4N 168W  64  344  12m00s
09371  1938 May 29  13:50:19     24   -762  146   T   t-  -0.9607  1.0552  53S  22W  16  675  04m05s
09372  1938 Nov 21  23:52:25     24   -756  151   P   t-   1.1077  0.7781  69N 162W   0             
09373  1939 Apr 19  16:45:53     24   -751  118   A   -t   0.9388  0.9731  73N 129W  20  285  01m49s
09374  1939 Oct 12  20:40:23     24   -745  123   T   -p  -0.9737  1.0266  73S 155E  12  418  01m32s
09375  1940 Apr 07  20:21:21     24   -739  128   A   nn   0.2190  0.9394  19N 129W  77  230  07m30s
09376  1940 Oct 01  12:44:06     25   -733  133   T   -n  -0.2573  1.0645  18S  18W  75  218  05m35s
09377  1941 Mar 27  20:08:08     25   -727  138   A   p-  -0.5025  0.9355  26S 111W  60  276  07m41s
09378  1941 Sep 21  04:34:03     25   -721  143   T   p-   0.4649  1.0379  27N 119E  62  143  03m22s
09379  1942 Mar 16  23:37:07     25   -715  148   P   t-  -1.1908  0.6393  72S  77W   0             
09380  1942 Aug 12  02:45:12     26   -710  115   Pe  -t  -1.5244  0.0561  70S 100E   0             
09381  1942 Sep 10  15:39:32     26   -709  153   P   t-   1.2571  0.5230  72N  50E   0             
09382  1943 Feb 04  23:38:10     26   -704  120   T   -p   0.8734  1.0331  44N 175E  29  229  02m39s
09383  1943 Aug 01  04:16:13     26   -698  125   A   -p  -0.8041  0.9409  35S 109E  36  367  06m59s
09384  1944 Jan 25  15:26:42     26   -692  130   T   -n   0.2025  1.0428   8S  50W  78  146  04m09s
09385  1944 Jul 20  05:43:13     27   -686  135   A   nn  -0.0314  0.9700  19N  96E  88  108  03m42s
09386  1945 Jan 14  05:01:43     27   -680  140   A   n-  -0.4937  0.9970  51S 110E  60   12  00m15s
09387  1945 Jul 09  13:27:45     27   -674  145   T   p-   0.7356  1.0180  70N  17W  42   92  01m15s
09388  1946 Jan 03  12:16:11     27   -668  150   P   t-  -1.2392  0.5529  67S 178E   0             
09389  1946 May 30  21:00:24     28   -663  117   P   -t  -1.0711  0.8865  64S 101W   0             
09390  1946 Jun 29  03:51:58     28   -662  155   P   t-   1.4361  0.1802  67N  51W   0             
09391  1946 Nov 23  17:37:12     28   -657  122   P   -t   1.1050  0.7758  63N  45W   0             
09392  1947 May 20  13:47:47     28   -651  127   T   -p  -0.3528  1.0557   0N  21W  69  196  05m13s
09393  1947 Nov 12  20:05:37     28   -645  132   A   -n   0.3743  0.9650   3N 117W  68  135  03m59s
09394  1948 May 09  02:26:04     28   -639  137   A   p-   0.4133  0.9999  40N 131E  65    0  00m00s
09395  1948 Nov 01  05:59:18     29   -633  142   T   n-  -0.3517  1.0231  33S  76E  69   84  01m56s
09396  1949 Apr 28  07:48:53     29   -627  147   P   t-   1.2068  0.6092  62N  56W   0             
09397  1949 Oct 21  21:13:01     29   -621  152   P   t-  -1.0270  0.9638  62S 107E   0             
09398  1950 Mar 18  15:32:01     29   -616  119   A-  -t  -0.9988  0.9620  61S  41E   0             
09399  1950 Sep 12  03:38:47     29   -610  124   T   -t   0.8903  1.0182  55N 172E  27  134  01m14s
09400  1951 Mar 07  20:53:40     30   -604  129   A   -n  -0.2420  0.9896  18S 124W  76   38  00m59s
09401  1951 Sep 01  12:51:51     30   -598  134   A   nn   0.1557  0.9747  16N   8W  81   91  02m36s
09402  1952 Feb 25  09:11:35     30   -592  139   T   p-   0.4697  1.0366  16N  33E  62  138  03m09s
09403  1952 Aug 20  15:13:35     30   -586  144   A   p-  -0.6102  0.9420  22S  64W  52  264  06m40s
09404  1953 Feb 14  00:59:30     30   -580  149   P   t-   1.1331  0.7596  62N 105E   0             
09405  1953 Jul 11  02:44:14     30   -575  116   P   -t   1.4388  0.2015  64N  72W   0             
09406  1953 Aug 09  15:55:03     30   -574  154   P   t-  -1.3440  0.3729  62S 115W   0             
09407  1954 Jan 05  02:32:01     31   -569  121   A   -t  -0.9296  0.9720  79S 121W  21  278  01m42s
09408  1954 Jun 30  12:32:38     31   -563  126   T   -p   0.6135  1.0357  60N   4E  52  153  02m35s
09409  1954 Dec 25  07:36:42     31   -557  131   A   -n  -0.2576  0.9323  38S  68E  75  262  07m39s
09410  1955 Jun 20  04:10:42     31   -551  136   T   n-  -0.1528  1.0776  15N 117E  81  254  07m08s
09411  1955 Dec 14  07:02:25     31   -545  141   A   p-   0.4266  0.9176   2N  72E  65  346  12m09s
09412  1956 Jun 08  21:20:39     32   -539  146   T   p-  -0.8934  1.0581  41S 141W  26  429  04m45s
09413  1956 Dec 02  08:00:35     32   -533  151   P   t-   1.0923  0.8047  68N  65E   0             
09414  1957 Apr 30  00:05:28     32   -528  118   A+  -t   0.9992  0.9799  71N  40E   0             
09415  1957 Oct 23  04:54:02     32   -522  123   T-  -t  -1.0022  1.0013  71S  23W   0             
09416  1958 Apr 19  03:27:17     32   -516  128   A   np   0.2750  0.9408  26N 124E  74  228  07m07s
09417  1958 Oct 12  20:55:28     33   -510  133   T   -n  -0.2951  1.0608  24S 142W  73  209  05m11s
09418  1959 Apr 08  03:24:08     33   -504  138   A   p-  -0.4546  0.9401  19S 138E  63  247  07m26s
09419  1959 Oct 02  12:27:00     33   -498  143   T   n-   0.4207  1.0325  20N   1W  65  120  03m02s
09420  1960 Mar 27  07:25:07     33   -492  148   P   t-  -1.1537  0.7058  72S 152E   0             
09421  1960 Sep 20  22:59:56     33   -486  153   P   t-   1.2057  0.6139  72N  74W   0             
09422  1961 Feb 15  08:19:48     34   -481  120   T   -p   0.8830  1.0360  47N  40E  28  258  02m45s
09423  1961 Aug 11  10:46:47     34   -475  125   A   -p  -0.8859  0.9375  46S   4E  27  499  06m35s
09424  1962 Feb 05  00:12:38     34   -469  130   T   -n   0.2107  1.0430   4S 178E  78  147  04m08s
09425  1962 Jul 31  12:25:33     34   -463  135   Am  nn  -0.1130  0.9716  12N   6W  84  103  03m33s
09426  1963 Jan 25  13:37:12     35   -457  140   A   n-  -0.4898  0.9951  48S  15W  60   20  00m25s
09427  1963 Jul 20  20:36:13     35   -451  145   T   p-   0.6571  1.0224  62N 120W  49  101  01m40s
09428  1964 Jan 14  20:30:08     35   -445  150   P   t-  -1.2354  0.5591  68S  43E   0             
09429  1964 Jun 10  04:34:07     35   -440  117   P   -t  -1.1393  0.7545  65S 136E   0             
09430  1964 Jul 09  11:17:53     35   -439  155   P   t-   1.3623  0.3221  68N 173W   0             
09431  1964 Dec 04  01:31:54     36   -434  122   P   -t   1.1193  0.7518  64N 173W   0             
09432  1965 May 30  21:17:31     36   -428  127   T   -p  -0.4225  1.0544   2S 134W  65  198  05m15s
09433  1965 Nov 23  04:14:51     36   -422  132   A   -n   0.3906  0.9656   2N 120E  67  134  04m02s
09434  1966 May 20  09:39:02     37   -416  137   A   n-   0.3467  0.9991  39N  26E  70    3  00m05s
09435  1966 Nov 12  14:23:28     37   -410  142   T   n-  -0.3300  1.0234  36S  48W  71   84  01m57s
09436  1967 May 09  14:42:48     38   -404  147   P   t-   1.1422  0.7201  63N 168W   0             
09437  1967 Nov 02  05:38:56     38   -398  152   T-  t-  -1.0007  1.0126  62S  28W   0             
09438  1968 Mar 28  23:00:30     38   -393  119   P   -t  -1.0370  0.8990  61S  80W   0             
09439  1968 Sep 22  11:18:46     39   -387  124   T   -t   0.9451  1.0099  56N  64E  19  104  00m40s
09440  1969 Mar 18  04:54:57     39   -381  129   A   -n  -0.2704  0.9954  15S 116E  74   16  00m26s
09441  1969 Sep 11  19:58:59     40   -375  134   A   nn   0.2201  0.9690  16N 114W  77  114  03m11s
09442  1970 Mar 07  17:38:30     40   -369  139   T   p-   0.4473  1.0414  18N  95W  63  153  03m28s
09443  1970 Aug 31  21:55:30     41   -363  144   A   p-  -0.5364  0.9400  20S 164W  57  258  06m47s
09444  1971 Feb 25  09:38:07     41   -357  149   P   t-   1.1188  0.7872  61N  34W   0             
09445  1971 Jul 22  09:31:55     42   -352  116   Pe  -t   1.5130  0.0689  64N 177E   0             
09446  1971 Aug 20  22:39:31     42   -351  154   P   t-  -1.2659  0.5080  62S 135E   0             
09447  1972 Jan 16  11:03:22     42   -346  121   A   -t  -0.9365  0.9692  75S 108E  20  321  01m53s
09448  1972 Jul 10  19:46:38     43   -340  126   T   -p   0.6872  1.0379  64N  94W  46  175  02m36s
09449  1973 Jan 04  15:46:21     43   -334  131   A   -n  -0.2644  0.9303  38S  51W  74  271  07m49s
09450  1973 Jun 30  11:38:41     44   -328  136   T   nn  -0.0785  1.0792  19N   6E  86  256  07m04s
09451  1973 Dec 24  15:02:44     44   -322  141   A   p-   0.4171  0.9174   1N  48W  65  345  12m02s
09452  1974 Jun 20  04:48:04     45   -316  146   T   p-  -0.8239  1.0592  32S 104E  34  344  05m09s
09453  1974 Dec 13  16:13:13     45   -310  151   P   t-   1.0797  0.8266  67N  69W   0             
09454  1975 May 11  07:17:33     46   -305  118   P   -t   1.0647  0.8636  70N  80W   0             
09455  1975 Nov 03  13:15:54     46   -299  123   P   -t  -1.0248  0.9588  70S 162W   0             
09456  1976 Apr 29  10:24:18     47   -293  128   A   -p   0.3378  0.9421  34N  18E  70  227  06m41s
09457  1976 Oct 23  05:13:45     47   -287  133   T   -n  -0.3270  1.0572  30S  92E  71  199  04m46s
09458  1977 Apr 18  10:31:30     48   -281  138   A   p-  -0.3990  0.9449  12S  28E  66  220  07m04s
09459  1977 Oct 12  20:27:27     48   -275  143   T   n-   0.3836  1.0269  14N 124W  67   99  02m37s
09460  1978 Apr 07  15:03:47     49   -269  148   P   t-  -1.1081  0.7883  72S  23E   0             
09461  1978 Oct 02  06:28:43     49   -263  153   P   t-   1.1616  0.6905  72N 160E   0             
09462  1979 Feb 26  16:55:06     50   -258  120   T   -p   0.8981  1.0391  52N  94W  26  298  02m49s
09463  1979 Aug 22  17:22:38     50   -252  125   A   -t  -0.9632  0.9329  60S 109W  15  953  06m03s
09464  1980 Feb 16  08:54:01     51   -246  130   T   -n   0.2224  1.0434   0S  47E  77  149  04m08s
09465  1980 Aug 10  19:12:21     51   -240  135   A   nn  -0.1915  0.9727   5N 109W  79  100  03m23s
09466  1981 Feb 04  22:09:24     51   -234  140   A   n-  -0.4838  0.9937  44S 141W  61   25  00m33s
09467  1981 Jul 31  03:46:37     52   -228  145   T   p-   0.5792  1.0258  53N 134E  54  108  02m02s
09468  1982 Jan 25  04:42:53     52   -222  150   P   t-  -1.2311  0.5663  69S  92W   0             
09469  1982 Jun 21  12:04:33     53   -217  117   P   -t  -1.2102  0.6168  66S  13E   0             
09470  1982 Jul 20  18:44:44     53   -216  155   P   t-   1.2886  0.4643  69N  64E   0             
09471  1982 Dec 15  09:32:09     53   -211  122   P   -t   1.1293  0.7350  65N  57E   0             
09472  1983 Jun 11  04:43:33     53   -205  127   T   -p  -0.4947  1.0524   6S 114E  60  199  05m11s
09473  1983 Dec 04  12:31:15     54   -199  132   A   -n   0.4015  0.9666   1N   5W  66  131  04m01s
09474  1984 May 30  16:45:41     54   -193  137   A   nn   0.2755  0.9980  37N  77W  74    7  00m11s
09475  1984 Nov 22  22:54:17     54   -187  142   T   n-  -0.3132  1.0237  38S 174W  72   85  02m00s
09476  1985 May 19  21:29:38     55   -181  147   P   t-   1.0720  0.8406  63N  81E   0             
09477  1985 Nov 12  14:11:27     55   -175  152   T   t-  -0.9795  1.0388  69S 143W  11  690  01m59s
09478  1986 Apr 09  06:21:22     55   -170  119   P   -t  -1.0822  0.8236  61S 161E   0             
09479  1986 Oct 03  19:06:15     55   -164  124   H   -t   0.9931  1.0000  60N  37W   5    1  00m00s
09480  1987 Mar 29  12:49:47     55   -158  129   H   -n  -0.3053  1.0013  12S   2W  72    5  00m08s
09481  1987 Sep 23  03:12:22     56   -152  134   A   -n   0.2787  0.9634  14N 138E  74  137  03m49s
09482  1988 Mar 18  01:58:56     56   -146  139   T   n-   0.4188  1.0464  21N 140E  65  169  03m46s
09483  1988 Sep 11  04:44:29     56   -140  144   A   p-  -0.4681  0.9377  20S  94E  62  258  06m57s
09484  1989 Mar 07  18:08:41     56   -134  149   P   t-   1.0981  0.8268  61N 170W   0             
09485  1989 Aug 31  05:31:47     57   -128  154   P   t-  -1.1928  0.6344  61S  24E   0             
09486  1990 Jan 26  19:31:24     57   -123  121   A   -t  -0.9457  0.9670  71S  22W  18  373  02m03s
09487  1990 Jul 22  03:03:07     57   -117  126   T   -p   0.7597  1.0391  65N 169E  40  201  02m33s
09488  1991 Jan 15  23:53:51     58   -111  131   A   -n  -0.2727  0.9290  36S 170W  74  277  07m53s
09489  1991 Jul 11  19:07:01     58   -105  136   Tm  nn  -0.0041  1.0800  22N 105W  90  258  06m53s
09490  1992 Jan 04  23:05:37     58    -99  141   A   p-   0.4091  0.9179   1N 170W  66  340  11m41s
09491  1992 Jun 30  12:11:22     59    -93  146   T   p-  -0.7512  1.0592  25S   9W  41  294  05m21s
09492  1992 Dec 24  00:31:41     59    -87  151   P   t-   1.0711  0.8422  66N 156E   0             
09493  1993 May 21  14:20:15     59    -82  118   P   -t   1.1372  0.7352  69N 162E   0             
09494  1993 Nov 13  21:45:51     60    -76  123   P   -t  -1.0411  0.9280  70S  58E   0             
09495  1994 May 10  17:12:26     60    -70  128   A   -p   0.4077  0.9431  42N  84W  66  230  06m13s
09496  1994 Nov 03  13:40:06     61    -64  133   T   -n  -0.3522  1.0535  35S  34W  69  189  04m23s
09497  1995 Apr 29  17:33:21     61    -58  138   A   p-  -0.3382  0.9497   5S  79W  70  196  06m37s
09498  1995 Oct 24  04:33:30     61    -52  143   T   n-   0.3518  1.0213   8N 113E  69   78  02m10s
09499  1996 Apr 17  22:38:12     62    -46  148   P   t-  -1.0580  0.8799  71S 104W   0             
09500  1996 Oct 12  14:03:04     62    -40  153   P   t-   1.1227  0.7575  72N  32E   0             
09501  1997 Mar 09  01:24:51     62    -35  120   T   -p   0.9183  1.0420  58N 131E  23  356  02m50s
09502  1997 Sep 02  00:04:48     63    -29  125   P   -t  -1.0352  0.8988  72S 114E   0             
09503  1998 Feb 26  17:29:27     63    -23  130   T   -n   0.2391  1.0441   5N  83W  76  151  04m09s
09504  1998 Aug 22  02:07:11     63    -17  135   A   nn  -0.2644  0.9734   3S 145E  75   99  03m14s
09505  1999 Feb 16  06:34:38     63    -11  140   A   n-  -0.4726  0.9928  40S  94E  62   29  00m40s
09506  1999 Aug 11  11:04:09     64     -5  145   T   p-   0.5062  1.0286  45N  24E  59  112  02m23s
09507  2000 Feb 05  12:50:27     64      1  150   P   t-  -1.2233  0.5795  70S 134E   0             
09508  2000 Jul 01  19:33:34     64      6  117   P   -t  -1.2821  0.4768  67S 109W   0             
09509  2000 Jul 31  02:14:08     64      7  155   P   t-   1.2166  0.6034  70N  60W   0             
09510  2000 Dec 25  17:35:57     64     12  122   P   -t   1.1367  0.7228  66N  74W   0             
09511  2001 Jun 21  12:04:46     64     18  127   T   -p  -0.5701  1.0495  11S   3E  55  200  04m57s
09512  2001 Dec 14  20:53:01     64     24  132   A   -n   0.4089  0.9681   1N 131W  66  126  03m53s
09513  2002 Jun 10  23:45:22     64     30  137   A   nn   0.1993  0.9962  35N 179W  78   13  00m23s
09514  2002 Dec 04  07:32:16     64     36  142   T   n-  -0.3020  1.0244  39S  60E  72   87  02m04s
09515  2003 May 31  04:09:22     64     42  147   An  t-   0.9960  0.9384  67N  24W   3   -   03m37s
09516  2003 Nov 23  22:50:22     64     48  152   T   t-  -0.9638  1.0379  73S  88E  15  495  01m57s
09517  2004 Apr 19  13:35:05     65     53  119   P   -t  -1.1335  0.7367  62S  44E   0             
09518  2004 Oct 14  03:00:23     65     59  124   P   -t   1.0348  0.9282  61N 154W   0             
09519  2005 Apr 08  20:36:51     65     65  129   H   -n  -0.3473  1.0074  11S 119W  70   27  00m42s
09520  2005 Oct 03  10:32:47     65     71  134   A   -p   0.3306  0.9576  13N  29E  71  162  04m32s
09521  2006 Mar 29  10:12:23     65     77  139   T   n-   0.3843  1.0515  23N  17E  67  184  04m07s
09522  2006 Sep 22  11:41:16     65     83  144   A   p-  -0.4062  0.9352  21S   9W  66  261  07m09s
09523  2007 Mar 19  02:32:57     65     89  149   P   t-   1.0728  0.8756  61N  55E   0             
09524  2007 Sep 11  12:32:24     66     95  154   P   t-  -1.1255  0.7507  61S  90W   0             
09525  2008 Feb 07  03:56:10     66    100  121   A   -t  -0.9570  0.9650  68S 150W  16  444  02m12s
09526  2008 Aug 01  10:22:12     66    106  126   T   -p   0.8307  1.0394  66N  72E  34  237  02m27s
09527  2009 Jan 26  07:59:45     66    112  131   A   -n  -0.2820  0.9282  34S  70E  73  280  07m54s
09528  2009 Jul 22  02:36:25     66    118  136   T   nn   0.0698  1.0799  24N 144E  86  258  06m39s
09529  2010 Jan 15  07:07:39     67    124  141   A   p-   0.4002  0.9190   2N  69E  66  333  11m08s
09530  2010 Jul 11  19:34:38     67    130  146   T   p-  -0.6788  1.0580  20S 122W  47  259  05m20s
09531  2011 Jan 04  08:51:42     67    136  151   P   t-   1.0627  0.8576  65N  21E   0             
09532  2011 Jun 01  21:17:18     67    141  118   P   -t   1.2130  0.6010  68N  47E   0             
09533  2011 Jul 01  08:39:30     67    142  156   Pb  t-  -1.4917  0.0971  65S  29E   0             
09534  2011 Nov 25  06:21:24     68    147  123   P   -t  -1.0536  0.9047  69S  82W   0             
09535  2012 May 20  23:53:54     68    153  128   A   -p   0.4828  0.9439  49N 176E  61  237  05m46s
09536  2012 Nov 13  22:12:55     68    159  133   T   -n  -0.3719  1.0500  40S 161W  68  179  04m02s
09537  2013 May 10  00:26:20     68    165  138   A   pn  -0.2694  0.9544   2N 175E  74  173  06m03s
09538  2013 Nov 03  12:47:36     68    171  143   H3  n-   0.3272  1.0159   3N  12W  71   58  01m40s
09539  2014 Apr 29  06:04:33     69    177  148   A-  t-  -1.0000  0.9868  71S 131E   0             
09540  2014 Oct 23  21:45:39     69    183  153   P   t-   1.0908  0.8114  71N  97W   0             
09541  2015 Mar 20  09:46:47     69    188  120   T   -t   0.9454  1.0445  64N   7W  18  463  02m47s
09542  2015 Sep 13  06:55:19     69    194  125   P   -t  -1.1004  0.7875  72S   2W   0             
09543  2016 Mar 09  01:58:19     70    200  130   T   -n   0.2609  1.0450  10N 149E  75  155  04m09s
09544  2016 Sep 01  09:08:02     70    206  135   A   -n  -0.3330  0.9736  11S  38E  70  100  03m06s
